User,sent_leng_ru,word_leng_ru,TTR_ru,Hapax_ru,Yules_K_ru,sent_leng_en,word_leng_en,TTR_en,Hapax_en,Yules_K_en
MisterKotKompot,9.57843137254902,4.6148498805868305,0.25707949505288297,0.6799933642999336,945.3049009510582,6.200757575757576,3.77153329260843,0.3573610262675626,0.6273504273504273,592.300387172182
JBogatyrevich,11.5,4.978260869565218,0.9347826086956522,0.9534883720930233,59.49161709031909,13.711920529801324,4.954117362955808,0.3832407631007003,0.7000630119722747,398.32142776314646
positivecreep,5.6252189141856395,5.121419676214197,0.5529265255292652,0.8164414414414415,125.71904674945216,5.272151898734177,4.989595838335334,0.4685874349739896,0.7164816396242528,198.33129260283204
capiolla,7.518421052631579,5.068078403920196,0.4016450822541127,0.7254901960784313,268.36212093164545,7.118165784832452,5.591179385530228,0.19871159563924679,0.5112219451371571,1698.5590885628822
C4tuneCrash,7.109782608695652,4.895581715334047,0.46598379452683075,0.7864173228346457,175.19017676924244,6.442622950819672,4.532442748091603,0.3979007633587786,0.6850519584332534,262.8816211619034
AlisaKrutovsky,11.619047619047619,6.030737704918033,0.735655737704918,0.8440111420612814,74.72009062623661,14.18019306399714,5.055695628057082,0.14711814835358783,0.541216795201371,2370.926558625556
RealRuissan,9.679859719438877,4.894777703017442,0.3512758138812691,0.7334610284367172,385.21064319025385,11.787719298245614,4.550379520762018,0.30510492632832265,0.6370731707317073,544.5163593099346
drlebedev,10.653796653796654,5.01401304662962,0.4422565837158734,0.7809341709915324,249.8134548431644,9.058823529411764,4.790352504638219,0.5426716141001855,0.7572649572649572,179.03426108554314
ispodlobya,9.0,5.0626477541371155,0.5910165484633569,0.82,144.34,6.0,4.814102564102564,0.6025641025641025,0.7340425531914894,491.17247623358986
JustGams,11.27318718381113,4.8708052854649715,0.30845175766641736,0.7046556741028128,519.082753009962,9.15665488810365,4.37329560072035,0.23192693594031386,0.5612867443150305,961.2468773157697
VeraVtraktor,10.246411483253588,5.038991361195424,0.47816950735465796,0.78564453125,210.09206771850586,9.07258064516129,4.349333333333333,0.47555555555555556,0.680373831775701,257.2102367018954
antosha4exonte,10.194444444444445,5.141689373297003,0.7098092643051771,0.8522072936660269,95.37984313349862,10.625730994152047,4.437534397358283,0.4810126582278481,0.7185354691075515,232.85192884709036
classisinternal,6.629191321499014,4.761975602499256,0.4638500446295745,0.7543296985246953,232.58770589031553,9.85739671257219,4.39249177520393,0.2013610347469467,0.5937779767233662,1381.01872742326
cosmozaec,11.609879032258064,4.922809759485977,0.40939480767561,0.767338282078473,226.58490479044676,8.222319859402461,4.576146200705354,0.2686758576466816,0.5926809864757359,483.89480326243046
fashiononmymind,10.229151559100798,5.396001701403658,0.3772862611654615,0.7179631717399474,282.6821539175483,6.592529711375212,5.3201133144475925,0.3118722637136235,0.597027250206441,624.8529683516294
k_dobryakova,8.747286821705426,5.23520028358738,0.42157036511875223,0.7595122976665966,234.66783778673155,3.98828125,6.291870714985309,0.5563173359451518,0.721830985915493,135.97872445943264
itolmach,8.906303236797275,4.956866870696251,0.40139632746748277,0.748629973790803,279.9332084724847,8.953917050691244,4.629027277406073,0.314668039114771,0.6336277396140007,433.7947549605152
kh_official13,7.04199772985244,4.70180528691167,0.4040941328175371,0.7032309533306741,218.3196980644065,6.745762711864407,4.83178391959799,0.303643216080402,0.6342573438146463,349.1764393332362
Inndie_Anna,7.426573426573427,5.2862523540489645,0.7062146892655368,0.8773333333333333,80.60444444444444,7.103448275862069,4.770873786407767,0.5825242718446602,0.7766666666666666,133.94444444444446
DivineRedFlower,9.49375,4.099407504937459,0.47136273864384465,0.7597765363128491,504.64639056209234,8.672268907563025,4.503875968992248,0.3992248062015504,0.6468446601941747,300.57027052502593
mtvlutsk,5.006976744186047,5.717603344170924,0.47189967487227125,0.7214566929133859,405.87799925599853,6.529411764705882,5.4774774774774775,0.3400900900900901,0.6114790286975718,841.9221379179276
STurlachev,9.026548672566372,5.020098039215687,0.5191176470588236,0.8002832861189801,152.60178282110888,7.270370370370371,4.541008660213958,0.33163525216505346,0.6282642089093702,383.4818700286219
TedNN52,11.420395421436004,4.775261958997722,0.31954441913439635,0.7063016823495866,501.39445740886146,10.785714285714286,4.863134657836644,0.3185600271692987,0.605543710021322,383.31511040593557
likhter,9.255069851284363,4.720650533184009,0.3184496275015825,0.7261467889908257,469.58659484330724,8.022598870056497,4.676056338028169,0.5267605633802817,0.733957219251337,145.2715262089279
ionaskon,20.979166666666668,4.089374379344588,0.5173783515392254,0.8867562380038387,397.5817949388633,6.440092165898617,5.344901610017889,0.3706618962432916,0.6756756756756757,726.1463752776494
katrinrox,8.084318360914105,4.852714689540891,0.390388926795984,0.7533083645443196,314.7264421345977,7.239294710327456,5.101948503827418,0.3747390396659708,0.6285979572887651,374.61775677649234
